,Unnamed: 0,userid,number_of_logins,number_of_assignments,question_gradedright,question_complete,question_todo,question_gradedwrong,question_attempts,number_of_quizs,quiz_max_attempt,quiz_min_attempt,quiz_mean_attempt
1297,1297,2388,323,4,91,103,100,9,303,2,1,1,1
1300,1300,2391,242,2,23,25,25,2,75,1,1,1,1
1304,1304,2396,430,1,85,126,118,23.5,363,4,2,1,1.416666668
1305,1305,2397,252,13,110.5,133,134.5,13,399.5,6,1,1,1
1307,1307,2399,338,9,110.5,120,118,3,356,4,1,1,1
1308,1308,2400,196,2,110.5,133,134.5,5,399.5,7,1,1,1
1310,1310,2402,417,2,91,119,118,23.5,357,4,1,1,1
1311,1311,2403,317,2,99,119,118,17,355,4,1,1,1
1312,1312,2404,287,1,93,120,118,23,356,4,1,1,1
1316,1316,2408,186,2,110.5,133,134.5,23,399.5,5,2,1,1.166666667
1317,1317,2409,265,3,94,123,118,21,361,4,1,1,1
1318,1318,2410,372,8,100,121,118,16,357,4,1,1,1
1319,1319,2411,368,6,110.5,133,134.5,10,399.5,7,1,1,1
1320,1320,2412,262,7,107,116,116,5,348,4,2,1,1.2
1323,1323,2415,193,3,110.5,133,134.5,7,399.5,7,2,1,1.125
1324,1324,2416,354,5,110,128,126,5,372,4,2,1,1.2
1325,1325,2417,390,2,66,83,78,11,239,3,1,1,1
1326,1326,2418,153,2,95,123,118,19,359,4,1,1,1
1327,1327,2419,358,2,89,98,98,8,294,5,1,1,1
1328,1328,2420,298,2,110.5,133,134.5,10,399.5,5,1,1,1
1329,1329,2421,390,3,108,131,126,13,383,4,2,1,1.2
1330,1330,2422,197,4,110.5,129,128,10,385,6,1,1,1
1331,1331,2423,430,6,110.5,128,128,11,385,6,1,1,1
1332,1332,2424,393,7,99,133,128,23.5,390,6,1,1,1
1333,1333,2425,367,5,110.5,133,134.5,1,399.5,6,1,1,1
1334,1334,2426,328,6,110.5,133,128,8,390,6,1,1,1
1335,1335,2427,362,6,110.5,133,134.5,11,399.5,6,2,1,1.142857143
1336,1336,2428,388,3,110.5,128,128,14,384,6,1,1,1
1337,1337,2429,342,2,94,108,106,9,320,3,2,1,1.4
1338,1338,2430,234,4,110.5,133,134.5,10,399.5,7,1,1,1
1339,1339,2431,430,2,67,101,108,9,297,4,3,1,1.416666668
1340,1340,2432,300,4,110.5,133,128,8,391,6,1,1,1
1342,1342,2434,321,5,110.5,119,116,3,351,4,2,1,1.2
1343,1343,2435,342,2,110.5,133,134.5,12,399.5,7,1,1,1
1344,1344,2436,195,2,110.5,128,128,12,384,6,1,1,1
1345,1345,2437,247,6,110.5,133,134.5,10,399.5,7,2,1,1.125
1346,1346,2438,308,1,110.5,119,118,3,355,4,1,1,1
1347,1347,2439,179,4,110.5,132,128,11,388,6,1,1,1
1348,1348,2440,270,1,110.5,133,134.5,13,399.5,4,1,1,1
1349,1349,2441,300,2,110.5,133,134.5,14,399.5,6,2,1,1.142857143
1351,1351,2443,430,10,110.5,133,134.5,14,399.5,6,2,1,1.25
1353,1353,2445,322,4,110.5,133,134.5,10,399.5,6,2,1,1.25
1354,1354,2446,422,9,110.5,133,134.5,16,399.5,6,2,1,1.142857143
1355,1355,2447,235,1,91,106,106,11,318,3,2,1,1.25
1357,1357,2449,404,4,110.5,133,134.5,13,399.5,7,2,1,1.125
1359,1359,2451,206,3,110.5,133,134.5,6,399.5,6,3,1,1.375
1360,1360,2452,430,9,110.5,133,134.5,5,399.5,6,2,1,1.25
1361,1361,2453,430,5,78,80,80,2,240,2,1,1,1
1363,1363,2456,192,2,110.5,133,128,11,394,5,1,1,1
1364,1364,2457,293,2,110.5,133,128,9,396,6,1,1,1
1365,1365,2458,361,7,110.5,133,134.5,11,399.5,6,2,1,1.142857143
1366,1366,2459,430,2,88,107,98,7,304,5,1,1,1
1367,1367,2460,274,1,110.5,133,134.5,23.5,399.5,7,1,1,1
1368,1368,2461,430,8,110.5,133,134.5,4,399.5,6,1,1,1
1370,1370,2463,248,7,99,108,108,7,324,4,1,1,1
1371,1371,2464,430,3,110.5,129,128,6,385,6,1,1,1
1372,1372,2465,403,9,110.5,133,134.5,11,399.5,5,1,1,1
1374,1374,2467,430,10,110.5,131,128,16,387,6,1,1,1
1375,1375,2468,182,9,110.5,133,134.5,5,399.5,6,3,1,1.416666668
1376,1376,2469,350,6,54,94,91,23.5,276,5,2,1,1.166666667
1377,1377,2470,430,2,110.5,133,134.5,8,399.5,7,1,1,1
1378,1378,2471,310,4,94,131,129,16,389,4,3,1,1.416666668
1379,1379,2472,248,4,110.5,133,134.5,3,399.5,6,2,1,1.142857143
1380,1380,2473,314,5,110.5,133,134.5,9,399.5,6,1,1,1
1381,1381,2474,374,3,110.5,133,134.5,18,399.5,6,2,1,1.142857143
1382,1382,2475,430,3,110.5,133,128,15,399,6,1,1,1
1384,1384,2477,366,3,47,78,106,16,255,3,2,1,1.4
1385,1385,2478,417,3,110.5,133,134.5,5,399.5,7,1,1,1
1386,1386,2479,407,3,110.5,120,118,4,356,4,1,1,1
1388,1388,2481,430,2,60,80,78,15,236,3,1,1,1
1389,1389,2482,236,3,110.5,133,134.5,23.5,399.5,5,1,1,1
1390,1390,2483,327,2,110,118,118,7,354,5,2,1,1.166666667
1392,1392,2485,430,7,110.5,133,134.5,8,399.5,6,2,1,1.25
1394,1394,2487,244,6,110.5,122,124,5,370,4,3,1,1.416666668
1395,1395,2488,347,2,88,108,108,20,324,3,1,1,1
1396,1396,2489,289,5,110.5,133,134.5,20,399.5,5,2,1,1.285714286
1397,1397,2490,295,2,110.5,132,128,13,389,5,1,1,1
1398,1398,2491,289,1,110.5,133,134.5,9,399.5,4,2,1,1.333333333
1399,1399,2492,267,2,50,87,83,23.5,253,3,2,1,1.25
1400,1400,2493,270,6,93,126,118,22,362,4,1,1,1
1401,1401,2494,424,4,110.5,133,134,10,399.5,4,3,1,1.416666668
1402,1402,2495,336,5,110.5,128,128,11,384,6,1,1,1
1403,1403,2496,414,5,74,116,103,23,323,5,2,1,1.166666667
1430,1430,2533,414,11,35,27,45,1,108,4,1,1,1
1431,1431,2534,233,10,34,26,45,1,107,4,1,1,1
1432,1432,2535,218,9,39,47,64,6,169,8,2,1,1.111111111
1433,1433,2536,132,8,36,32,44,2,118,3,2,1,1.4
1434,1434,2537,232,10,42,41,48,3,135,5,2,1,1.166666667
1436,1436,2539,131,9,34,26,36,2,98,4,1,1,1
1437,1437,2540,250,9,46,38,48,0,134,5,2,1,1.166666667
1438,1438,2541,169,9,37,41,58,7,152,5,2,1,1.166666667
1439,1439,2542,230,11,37,40,60,8,153,5,3,1,1.416666668
1440,1440,2543,164,9,36,27,47,0,110,5,1,1,1
1441,1441,2544,340,9,38,39,54,7,141,5,2,1,1.285714286
1442,1442,2545,278,9,36,30,48,0,116,5,1,1,1
1443,1443,2546,207,10,43,39,57,3,144,5,2,1,1.166666667
1444,1444,2547,162,9,39,33,44,2,121,5,2,1,1.166666667
1445,1445,2548,193,10,46,45,54,4,156,5,2,1,1.285714286
1446,1446,2549,234,10,34,44,56,14,160,5,2,1,1.285714286
1447,1447,2550,235,9,36,35,44,3,123,5,2,1,1.166666667
1448,1448,2551,219,10,53,50,68,3,188,5,3,1,1.416666668
1449,1449,2552,165,9,40,44,63,10,164,5,2,1,1.285714286
1450,1450,2553,189,9,32,29,47,2,114,5,1,1,1
1451,1451,2554,200,9,43,36,55,3,139,4,2,1,1.2
1452,1452,2555,189,10,34,26,45,1,107,4,1,1,1
1453,1453,2556,311,9,48,53,60,9,173,5,3,1,1.416666668
1454,1454,2557,238,10,47,46,58,8,161,4,3,1,1.416666668
1457,1457,2560,400,9,37,44,63,8,158,4,3,1,1.416666668
1458,1458,2561,219,9,54,47,59,2,162,5,3,1,1.416666668
1459,1459,2562,223,15,37,38,57,7,143,5,2,1,1.166666667
1460,1460,2563,268,8,49,44,55,2,151,5,2,1,1.285714286
1461,1461,2564,178,9,36,28,38,0,104,5,1,1,1
1462,1462,2565,280,9,41,47,54,8,161,5,2,1,1.285714286
1463,1463,2566,264,10,44,45,60,2,155,5,2,1,1.285714286
1464,1464,2567,430,10,49,47,57,2,160,5,2,1,1.375
1465,1465,2568,227,10,35,26,47,0,109,5,1,1,1
1466,1466,2569,320,12,44,38,58,2,144,5,2,1,1.166666667
1467,1467,2570,151,9,38,32,42,1,116,4,2,1,1.2
1468,1468,2571,153,10,42,40,60,3,150,5,3,1,1.416666668
1469,1469,2572,227,9,33,29,51,2,121,5,2,1,1.166666667
1470,1470,2573,414,11,47,55,64,12,183,5,3,1,1.416666668
1471,1471,2574,212,11,28,26,44,5,112,4,1,1,1
1472,1472,2575,151,13,35,34,48,0,120,5,1,1,1
1475,1475,2578,269,10,40,36,53,2,133,5,2,1,1.166666667
1476,1476,2579,183,9,42,39,58,2,148,5,2,1,1.166666667
1477,1477,2580,211,9,50,47,57,6,161,4,3,1,1.416666668
1478,1478,2581,104,10,40,39,54,1,137,5,2,1,1.166666667
1479,1479,2583,348,11,41,38,56,5,145,5,2,1,1.375
1480,1480,2584,318,9,53,56,64,8,184,5,3,1,1.416666668
1481,1481,2588,281,11,30,33,33,1,99,6,2,1,1.142857143
1482,1482,2589,289,12,31,34,33,0,100,6,2,1,1.142857143
1483,1483,2590,213,7,28,32,32,0,96,6,1,1,1
1484,1484,2591,160,6,20,32,33,7,98,6,2,1,1.142857143
1485,1485,2592,307,6,34,42,42,4,126,8.5,2,1,1.166666667
1486,1486,2593,264,9,25,33,33,3,99,6,2,1,1.142857143
1487,1487,2594,335,6,29,39,38,4,115,6,2,1,1.25
1488,1488,2595,222,5,30,33,32,0,97,6,1,1,1
1489,1489,2596,160,5,35,35,52,3,130,7,2,1,1.125
1491,1491,2598,391,8,25,33,33,2,99,6,2,1,1.142857143
1492,1492,2599,144,6,29,34,33,1,100,6,2,1,1.142857143
1493,1493,2600,322,12,39,49,47,1,143,8,2,1,1.272727273
1494,1494,2601,166,5,28,32,32,2,97,6,1,1,1
1495,1495,2602,212,5,15,21,21,2,63,4,2,1,1.2
1496,1496,2603,267,9,26,34,32,2,98,6,1,1,1
1497,1497,2604,259,6,29,33,32,1,97,6,1,1,1
1498,1498,2605,234,7,29,32,32,1,96,6,1,1,1
1499,1499,2606,237,6,26,34,33,2,100,6,2,1,1.142857143
1501,1501,2608,209,5,31,33,32,0,97,6,1,1,1
1502,1502,2609,215,7,29,33,34,1,100,6,2,1,1.25
1503,1503,2610,219,9,25,36,34,3,104,6,2,1,1.25
1504,1504,2611,221,9,27,32,31,2,94,5,2,1,1.166666667
1505,1505,2612,186,5,29,33,33,0,99,6,2,1,1.142857143
1506,1506,2613,237,6,30,33,32,0,97,6,1,1,1
1507,1507,2614,153,6,26,33,33,2,99,6,2,1,1.142857143
1508,1508,2615,164,6,31,33,32,0,97,6,1,1,1
1509,1509,2616,113,10,32,40,38,1,116,6,2,1,1.25
1510,1510,2617,344,6,43,59,60,7,178,8.5,3,1,1.416666668
1511,1511,2618,242,6,26,33,33,2,99,6,2,1,1.142857143
1512,1512,2620,198,7,34,39,37,2,113,6,2,1,1.142857143
1513,1513,2621,317,7,31,33,33,0,99,6,2,1,1.142857143
1514,1514,2625,184,6,28,28,28,0,84,2,1,1,1
1515,1515,2626,411,6,27,28,28,1,84,2,1,1,1
1516,1516,2627,121,8,28,29,28,0,85,2,1,1,1
1517,1517,2628,107,8,25,28,28,3,84,2,1,1,1
1518,1518,2629,131,6,27,28,28,1,84,2,1,1,1
1519,1519,2630,137,5,24,28,28,4,84,2,1,1,1
1520,1520,2631,181,9,28,28,28,0,84,2,1,1,1
1521,1521,2632,137,5,28,28,28,0,84,2,1,1,1
1522,1522,2633,190,9,43,53,53,9,159,5,1,1,1
1523,1523,2634,154,6,26,28,28,2,84,2,1,1,1
1524,1524,2635,228,6,27,27,28,0,83,2,1,1,1
1525,1525,2636,172,8,25,28,28,3,84,2,1,1,1
1526,1526,2637,218,9,28,28,28,0,84,2,1,1,1
1527,1527,2638,166,6,92,99,98,6,295,8.5,1,1,1
1528,1528,2639,166,7,69,78,78,9,234,7,1,1,1
1529,1529,2640,193,6,49,53,53,4,159,5,1,1,1
1530,1530,2641,130,7,28,28,28,0,84,2,1,1,1
1531,1531,2642,334,8,28,28,28,0,84,2,1,1,1
1532,1532,2643,328,4,39,44,43,4,130,4,1,1,1
1534,1534,2645,196,2,69,78,78,9,234,7,1,1,1
1535,1535,2646,220,5,48,53,53,5,159,5,1,1,1
1537,1537,2648,178,3,50,53,53,3,159,5,1,1,1
1538,1538,2649,258,2,88,103,103,15,309,8.5,1,1,1
1539,1539,2650,169,4,69,83,80,8,243,4,2,1,1.4
1540,1540,2651,160,4,27,29,28,1,85,2,1,1,1
1541,1541,2652,240,4,81,93,93,12,279,8.5,1,1,1
1542,1542,2653,430,6,46,53,53,7,159,5,1,1,1
1543,1543,2654,152,2,73,89,88,15,265,8,1,1,1
1544,1544,2655,430,4,110.5,124,123,8,370,8,1,1,1
1546,1546,2657,195,3,69,88,88,19,264,8,1,1,1
1547,1547,2658,103,6,109,128,123,14,374,8,1,1,1
1548,1548,2659,100,3,60,78,78,15,234,3,2,1,1.25
1549,1549,2660,302,5,82,98,98,16,294,8.5,1,1,1
1550,1550,2661,106,6,43,53,53,9,159,5,1,1,1
1551,1551,2662,141,3,58,68,68,10,207,6,1,1,1
1552,1552,2663,430,2,86,109,107,10,323,7,3,1,1.416666668
1553,1553,2664,232,4,83,98,98,15,294,8.5,1,1,1
1574,1574,2736,34,2,40,48,40,0,128,1,1,1,1
1638,1638,2820,217,4,50,79,78,23.5,235,7,1,1,1
1639,1639,2822,195,6,64,74,78,10,230,7,1,1,1
1640,1640,2823,154,5,12,16,15,3,46,2,1,1,1
1642,1642,2825,229,2,20,31,30,8,92,3,1,1,1
1644,1644,2827,116,3,72,79,78,5,236,3,2,1,1.25
1648,1648,2831,174,2,37,54,52,6,159,2,2,1,1.333333333
1651,1651,2834,119,2,15,27,27,1,82,2,1,1,1
1653,1653,2836,111,1,38,52,52,6,156,2,2,1,1.333333333
1654,1654,2837,136,2,25,25,25,0,75,1,1,1,1
1657,1657,2840,267,2,41,57,52,6,161,2,2,1,1.333333333
1661,1661,2844,264,4,26,57,54,8,166,2,2,1,1.416666668
1666,1666,2849,217,2,25,27,25,0,77,1,1,1,1
1667,1667,2850,95,2,47,51,50,2,151,1,2,1,1.416666668
1668,1668,2851,170,2,39,58,52,6,162,2,2,1,1.333333333
1669,1669,2852,166,6,43,54,52,6,158,2,2,1,1.333333333
1671,1671,2854,111,2,49,53,50,0,153,1,2,1,1.416666668
1673,1673,2857,211,2,43,52,52,6,156,2,2,1,1.333333333
1674,1674,2858,254,3,39,62,52,6,167,2,2,1,1.333333333
1676,1676,2860,149,1,25,28,25,0,78,1,1,1,1
1678,1678,2864,364,5,40,59,52,6,164,2,2,1,1.333333333
1679,1679,2866,195,7,24,28,28,4,84,2,1,1,1
1680,1680,2867,298,7,28,29,28,0,85,2,1,1,1
1681,1681,2868,109,7,26,28,28,1,84,2,1,1,1
1682,1682,2869,71,3,24,29,28,4,85,2,1,1,1
1683,1683,2870,101,2,28,28,28,0,84,2,1,1,1
1684,1684,2871,201,2,80,95,98,15,291,8.5,1,1,1
1686,1686,2873,266,2,75,98,98,22,295,8.5,1,1,1
1687,1687,2874,172,4,90,113,108,18,331,6,1,1,1
1688,1688,2875,113,2,28,28,28,0,84,2,1,1,1
1689,1689,2877,177,12,27,28,28,1,84,2,1,1,1
1690,1690,2878,141,5,27,28,28,1,84,2,1,1,1
1691,1691,2879,111,9,28,29,28,0,85,2,1,1,1
1692,1692,2881,209,9,30,33,33,1,99,6,2,1,1.142857143
1693,1693,2882,187,8,26,33,32,1,97,6,1,1,1
1694,1694,2883,155,9,44,43,56,8,155,4,3,1,1.416666668
1695,1695,2884,245,9,50,44,64,2,162,5,2,1,1.285714286
1696,1696,2885,147,3,45,55,53,7,161,5,1,1,1
1697,1697,2886,200,5,70,88,88,18,264,8,1,1,1
1699,1699,2888,123,2,68,89,88,20,265,8,1,1,1
1703,1703,2894,183,8,27,29,28,1,85,2,1,1,1
1704,1704,2895,217,8,28,28,28,0,84,2,1,1,1
1705,1705,2896,113,8,28,28,28,0,84,2,1,1,1
1706,1706,2897,215,8,27,28,28,1,84,2,1,1,1
1707,1707,2898,190,6,28,28,28,0,84,2,1,1,1
1708,1708,2899,172,10,28,28,28,0,84,2,1,1,1
1709,1709,2900,147,7,27,28,28,1,84,2,1,1,1
1710,1710,2901,106,10,27,28,28,1,84,2,1,1,1
1711,1711,2904,407,6,30,32,32,1,96,6,1,1,1
1712,1712,2905,148,5,26,34,33,2,100,6,2,1,1.142857143
1713,1713,2906,181,9,42,39,49,4,136,5,2,1,1.166666667
1721,1721,2914,226,3,33,45,44,8,133,4,1,1,1
1722,1722,2915,170,6,19,26,44,2,94,4,1,1,1
1723,1723,2916,129,4,18,26,27,3,77,3,2,1,1.25
1724,1724,2917,147,6,13,26,24,8,74,3,1,1,1
1725,1725,2918,186,6,28,44,44,13,132,4,1,1,1
1726,1726,2919,99,4,24,44,44,17,132,4,1,1,1
1727,1727,2920,121,5,28,47,44,12,134,4,1,1,1
1728,1728,2921,145,4,15,30,24,6,78,3,1,1,1
1729,1729,2922,225,4,16,27,24,5,75,3,1,1,1
1730,1730,2923,67,4,13,26,25,9,76,3,2,1,1.25
1731,1731,2924,162,7,14,26,24,7,74,3,1,1,1
1732,1732,2925,99,3,27,46,44,14,134,4,1,1,1
1733,1733,2926,202,6,23,42,54,7,127,5,1,1,1
1735,1735,2928,220,4,17,24,44,4,92,4,1,1,1
1736,1736,2929,122,5,13,24,24,8,72,3,1,1,1
1737,1737,2930,117,4,26,45,44,15,133,4,1,1,1
1738,1738,2931,272,6,32,43,44,9,128,4,1,1,1
1739,1739,2932,91,4,32,46,44,9,134,4,1,1,1
1740,1740,2933,177,5,9,24,24,12,72,3,1,1,1
1741,1741,2934,183,5,9,33,44,12,101,4,1,1,1
1742,1742,2935,155,5,27,47,44,14,135,4,1,1,1
1743,1743,2936,91,3,33,44,43,7,130,3,2,1,1.25
1744,1744,2937,66,4,16,27,43,4,93,3,2,1,1.25
1745,1745,2938,81,3,39,43,43,1,129,3,2,1,1.25
1746,1746,2939,72,5,38,45,43,2,131,3,2,1,1.25
1747,1747,2940,82,2,35,51,43,5,137,3,2,1,1.25
1748,1748,2941,58,4,14,44,43,6,110,3,2,1,1.25
1749,1749,2942,119,5,59,78,91,11,250,8.5,2,1,1.25
1751,1751,2950,176,2,40,52,53,12,157,7,2,1,1.125
1766,1766,2969,70,4,53,58,60,2,173,4,1,1,1
1792,1792,2995,160,14,34,41,41,6,123,8,1,1,1
1799,1799,3002,97,18,69,80,75,6,230,2,2,1,1.333333333
1833,1833,3036,145,2,19,20,20,1,60,2,1,1,1
1842,1842,3045,117,20.5,37,47,45,8,137,4,1,1,1
1847,1847,3050,155,20.5,30,46,45,14,137,4,1,1,1
1849,1849,3052,118,14,18,32,28,9,88,3,1,1,1
1853,1853,3056,207,18,23,33,28,4,89,3,1,1,1
1854,1854,3057,137,20.5,15,33,34,13,102,6,2,1,1.25
1860,1860,3063,174,20.5,24,35,28,3,91,3,1,1,1
1862,1862,3065,144,20.5,38,47,45,5,137,4,1,1,1
1866,1866,3069,168,15,58,90,92,23.5,275,5,2,1,1.166666667
1871,1871,3074,78,10,7,7,7,0,21,1,1,1,1
1872,1872,3075,107,20.5,25,36,45,11,126,4,1,1,1
1875,1875,3078,115,7,0,1,12,0,18,8,1,1,1
1876,1876,3079,72,12,102,132,127,17,386,7,2,1,1.3
1877,1877,3080,103,15,86,121,117,19,355,6,2,1,1.333333333
1878,1878,3081,140,11,73,103,100,15,303,6,2,1,1.25
1882,1882,3085,137,8,0,3,32,0,58,8.5,2,1,1.1
1888,1888,3091,71,6,59,82,82,8,246,3,2,1,1.416666668
1891,1891,3094,89,5,24,36,39,2,112,8.5,2,1,1.166666667
1901,1901,3104,116,10,4,6,6,1,18,1,1,1,1
1902,1902,3105,66,8,5,6,6,0,18,1,1,1,1
1903,1903,3106,69,2,4,6,6,0,18,1,1,1,1
1904,1904,3107,38,2,2,6,6,1,18,1,1,1,1
1906,1906,3109,48,12,4,6,6,0,18,1,1,1,1
1907,1907,3110,81,7,4,6,6,0,18,1,1,1,1
1908,1908,3111,27,2,5,6,6,0,18,1,1,1,1
1909,1909,3112,60,6,6,7,6,0,19,1,1,1,1
1910,1910,3113,76,3,5,6,6,0,18,1,1,1,1
1926,1926,3129,167,14,4,5,5,1,15,1,1,1,1
1936,1936,3139,147,18,10,17,22,7,56,3,2,1,1.25
1963,1963,3166,147,14,15,41,45,23.5,131,8.5,1,1,1
1972,1972,3175,272,12,27,44,76,16,168,8.5,2,1,1.4
1973,1973,3176,375,20.5,4,5,5,1,15,1,1,1,1
1980,1980,3183,430,20.5,48,60,60,12,180,8.5,2,1,1.25
1984,1984,3187,213,17,35,44,45,9,134,8.5,1,1,1
1989,1989,3192,420,20.5,23,37,45,14,127,6,3,1,1.416666668
2000,2000,3203,203,20.5,100,109,110,5,329,5,2,1,1.166666667
2001,2001,3204,268,20.5,95,118,105,10,328,3,2,1,1.25
2002,2002,3205,188,11,97,112,105,8,322,3,2,1,1.25
2003,2003,3206,218,18,98,110,105,7,320,3,2,1,1.25
2005,2005,3208,146,15,97,107,110,8,322,5,2,1,1.166666667
2006,2006,3209,108,4,25,32,35,5,102,3,1,1,1
2032,2032,3235,202,15,17,23,30,5,88,2,1,1,1
2033,2033,3236,116,20.5,54,75,75,10,225,3,2,1,1.4
2035,2035,3238,91,20.5,34,42,62,4,146,4,2,1,1.2
2036,2036,3239,116,20.5,44,58,58,5,174,3,2,1,1.25
2041,2041,3244,81,20,0,1,1,0,3,1,1,1,1
2043,2043,3246,83,20.5,75,97,106,8,314,8.5,2,1,1.285714286
2044,2044,3247,81,18,36,42,42,1,126,4,1,1,1
2045,2045,3248,109,19,73,81,82,5,245,3,2,1,1.416666668
2049,2049,3252,153,20.5,53,61,61,6,183,3,2,1,1.25
2051,2051,3254,211,20.5,71,95,100,10,290,7,2,1,1.125
2052,2052,3255,241,17,39,54,50,10,154,5,2,1,1.285714286
2058,2058,3261,152,20.5,69,97,99,12,295,4,2,1,1.333333333
2060,2060,3263,138,20.5,57,72,68,7,208,4,2,1,1.2
2062,2062,3265,137,15,35,46,45,8,136,3,1,1,1
2066,2066,3269,91,6,20,29,62,7,154,4,1,1,1
2068,2068,3271,161,20.5,59,110,110,23.5,320,6,2,1,1.333333333
2069,2069,3272,119,20.5,33,45,45,7,135,3,2,1,1.25
2071,2071,3274,184,20.5,30,72,69,22,210,6,1,1,1
2074,2074,3277,50,1,71,82,82,5,246,3,2,1,1.416666668
2076,2076,3279,148,10,7,10,11,3,31,4,3,1,1.416666668
2079,2079,3282,240,11,5,6,6,1,18,1,1,1,1
2080,2080,3283,188,15,6,6,6,0,18,1,1,1,1
2084,2084,3287,257,18,7,12,12,2,35,4,2,1,1.416666668
2085,2085,3288,142,11,5,6,6,1,18,1,1,1,1
2088,2088,3291,140,17,6,9,8,2,25,4,1,1,1
2090,2090,3293,103,15,10,14,12,2,38,3,2,1,1.25
2091,2091,3294,156,20,6,14,13,6,40,4,2,1,1.2
2094,2094,3297,269,19,8,9,9,1,27,4,2,1,1.2
2096,2096,3300,123,11,26,37,36,10,109,2,1,1,1
2097,2097,3301,104,18,65,80,70,5,222,3,2,1,1.25
2103,2103,3307,140,17,6,9,8,1,25,4,1,1,1
2106,2106,3310,142,18,5,8,6,1,20,2,1,1,1
2107,2107,3311,130,9,38,59,56,18,171,3,1,1,1
2110,2110,3314,152,19,28,30,30,2,91,2,1,1,1
2111,2111,3315,119,20.5,1,1,1,0,3,1,1,1,1
2112,2112,3316,213,19,29,34,30,1,95,2,1,1,1
2113,2113,3317,144,16,7,11,10,3,31,4,3,1,1.416666668
2118,2118,3322,133,14,41,59,57,14,173,5,3,1,1.416666668
2122,2122,3326,197,20.5,16,21,19,3,59,4,3,1,1.416666668
2124,2124,3328,195,20.5,6,7,6,0,19,2,1,1,1
2125,2125,3329,207,20.5,6,8,7,1,22,2,2,1,1.333333333
2127,2127,3331,149,18,6,7,7,1,21,3,1,1,1
2131,2131,3335,209,18,5,7,7,2,21,3,1,1,1
2132,2132,3336,124,20,10,16,14,4,44,3,2,1,1.416666668
2133,2133,3337,174,20,5,7,6,1,19,2,1,1,1
2134,2134,3338,142,16,24,30,31,5,93,2,1,1,1
2136,2136,3340,171,14,1,2,2,1,6,1,2,1,1.416666668
2137,2137,3341,147,11,19,20,20,1,60,1,1,1,1
2161,2161,3365,232,15,11,15,15,4,45,5,1,1,1
2162,2162,3366,430,20.5,34,33,40,3,112,4,1,1,1
2164,2164,3368,282,18,37,44,48,10,140,5,1,1,1
2166,2166,3370,184,9,15,7,33,2,57,2,1,1,1
2167,2167,3371,272,20,80,112,104,21,320,4,2,1,1.2
2168,2168,3372,110,6,17,7,27,0,51,2,1,1,1
2169,2169,3373,142,10,16,7,27,1,51,2,1,1,1
2170,2170,3374,232,20,75,92,99,22,290,6,1,1,1
2171,2171,3375,199,20.5,110.5,133,129,15,399.5,8,3,1,1.3
2172,2172,3376,123,14,12,6,17,4,41,2,1,1,1
2174,2174,3378,154,11,17,7,26,0,50,2,1,1,1
2175,2175,3379,145,6,23,8,27,4,62,2,2,1,1.333333333
2178,2178,3382,215,14,16,8,20,1,45,2,1,1,1
2179,2179,3383,92,3,17,7,26,0,50,2,1,1,1
2180,2180,3384,135,8,17,7,27,0,51,2,1,1,1
2183,2183,3387,197,13,16,7,18,1,42,2,1,1,1
2185,2185,3389,196,13,27,29,39,6,107,4,1,1,1
2187,2187,3391,240,14,24,8,27,3,62,2,2,1,1.333333333
2188,2188,3392,139,12,11,8,17,5,42,2,1,1,1
2189,2189,3393,61,8,17,7,17,0,41,2,1,1,1
2190,2190,3394,138,4,22,27,47,15,111,3,1,1,1
2192,2192,3396,430,20.5,22,31,31,9,93,5,2,1,1.375
2193,2193,3397,166,11,24,10,27,3,64,2,2,1,1.333333333
2194,2194,3398,107,11,47,52,46,5,155,3,2,1,1.25
2196,2196,3400,119,9,17,7,27,0,51,2,1,1,1
2202,2202,3406,290,20.5,40,52,59,17,170,5,1,1,1
2204,2204,3408,209,20.5,77,98,104,19,301,7,1,1,1
2213,2213,3417,286,20.5,110.5,133,129,14,399.5,8,3,1,1.3
2216,2216,3420,346,17,75,86,92,16,270,6,1,1,1
2221,2221,3425,297,20.5,89,121,111,19,343,7,2,1,1.125
2223,2223,3427,216,20.5,35,30,59,13,138,4,2,1,1.2
2231,2231,3435,195,20.5,80,92,98,7,278,7,1,1,1
2234,2234,3438,340,20.5,110.5,133,132,23,399.5,7,3,1,1.416666668
2238,2238,3442,296,20.5,32,37,53,10,141,4,2,1,1.2
2239,2239,3443,170,20.5,70,102,62,14,256,4,3,1,1.416666668
2255,2255,3459,351,20,82,92,109,14,304,7,1,1,1
2258,2258,3462,430,20.5,87,96,105,11,300,7,1,1,1
2270,2270,3474,336,20.5,88,97,109,20,315,7,2,1,1.125
2273,2273,3477,233,20.5,83,100,99,15,298,6,1,1,1
2274,2274,3478,333,20.5,65,89,101,23.5,282,6,1,1,1
2275,2275,3479,352,20.5,78,95,107,19,301,7,1,1,1
2276,2276,3480,288,18,81,96,110,17,305,6,1,1,1
2279,2279,3483,226,11,81,93,99,17,291,7,1,1,1
2285,2285,3489,258,20.5,71,97,134.5,23.5,369,5,2,1,1.285714286
2287,2287,3491,214,17,80,96,104,17,299,7,1,1,1
2288,2288,3492,333,16,83,107,111,23.5,329,7,2,1,1.125
2289,2289,3493,249,20.5,110.5,133,119,17,399.5,8,3,1,1.3
